debug46J8M4:debug6KGJ3M,0,1439494588339,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html""], ""action"": ""Begin""}"
debug46J8M4:debug6KGJ3M,1,1439494590796,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 2451, ""action"": ""NextPage"", ""template"": ""instructions/instruct-1.html""}"
debug46J8M4:debug6KGJ3M,2,1439494592711,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 1906, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-2.html""}"
debug46J8M4:debug6KGJ3M,3,1439494625779,"[""shapes"", [[""shape_itrs"", 1]]]"
debug46J8M4:debug6KGJ3M,4,1439494677582,"[""objectquiz"", [[""objectquiz_resps"", [false, 3, [[""Animals"", true], [""Buildings"", true], [""People"", true], [""Household objects"", true], [""Plants"", false], [""Verbs"", false], [""Tangible things"", true], [""Adjectives"", true]]]], [""objectquiz_resps"", [true, 0, [[""Animals"", true], [""Buildings"", true], [""People"", false], [""Household objects"", true], [""Plants"", true], [""Verbs"", false], [""Tangible things"", true], [""Adjectives"", false]]]], [""objectquiz_times"", 2]]]"
debug46J8M4:debug6KGJ3M,5,1439494705221,"[""20q"", [[""20q_game_start"", [""otter"", 0]], [""20q_choice"", [0, ""otter"", 0, ""IS IT MANMADE?"", ""-1.0"", ""0.314115799588"", [[""IS IT BLACK?"", ""0.128528605679""], [""IS IT MANMADE?"", ""0.314115799588""], [""IS IT HELPFUL?"", ""0.214880907101""], [""WOULD YOU FIND IN THE BATHROOM?"", ""0.17196067888""]]]]]]"
debug46J8M4:debug6KGJ3M,6,1439494820162,"[""20q"", [[""20q_game_start"", [""razor"", 1]], [""20q_choice"", [1, ""razor"", 0, ""IS IT MANMADE?"", ""1.0"", ""0.314115799588"", [[""IS IT HELPFUL?"", ""0.214880907101""], [""IS IT BLACK?"", ""0.128528605679""], [""IS IT MANMADE?"", ""0.314115799588""], [""WOULD YOU FIND IN THE BATHROOM?"", ""0.17196067888""]]]], [""20q_choice"", [1, ""razor"", 1, ""WOULD YOU FIND IT IN A SCHOOL?"", ""0.0"", ""0.203528614011"", [[""WOULD YOU FIND IT IN THE SKY?"", ""0.0786066396485""], [""IS IT ROUND?"", ""0.155059587871""], [""CAN YOU USE IT UP?"", ""0.296980259746""], [""WOULD YOU FIND IT IN A SCHOOL?"", ""0.203528614011""]]]], [""20q_choice"", [1, ""razor"", 2, ""CAN YOU BUY IT?"", ""1.0"", ""0.15609974674"", [[""DO YOU FIND IT IN SPACE?"", ""0.0743113039377""], [""CAN YOU BUY IT?"", ""0.15609974674""], [""DOES IT HAVE A HARD OUTER SHELL?"", ""0.292295865375""], [""IS IT ALWAYS THE SAME COLOR(S)?"", ""0.194887602465""]]]], [""20q_choice"", [1, ""razor"", 3, ""IS IT VALUABLE?"", ""-0.5"", ""0.150464212296"", [[""IS IT VALUABLE?"", ""0.150464212296""], [""WOULD YOU FIND IT IN THE SKY?"", ""0.068982678342""], [""DO YOU LOVE IT?"", ""0.19014518782""], [""DOES IT HAVE PARTS?"", ""0.291833397845""]]]], [""20q_choice"", [1, ""razor"", 4, ""DOES IT USE ELECTRICITY?"", ""0.0"", ""0.145263151438"", [[""DOES IT USE ELECTRICITY?"", ""0.145263151438""], [""DOES IT MAKE A SOUND?"", ""0.187559864493""], [""IS IT FURNITURE?"", ""0.0682932081471""], [""DOES IT HAVE A HARD OUTER SHELL?"", ""0.286457516534""]]]], [""20q_choice"", [1, ""razor"", 5, ""DOES IT COME IN DIFFERENT SIZES?"", ""0.5"", ""0.0655064049936"", [[""CAN IT KEEP YOU DRY?"", ""0.196157155738""], [""DOES IT COME IN DIFFERENT SIZES?"", ""0.0655064049936""], [""WOULD YOU FIND IT IN A GARDEN?"", ""0.146384970777""], [""IS IT MADE OF METAL?"", ""0.286597431194""]]]], [""20q_choice"", [1, ""razor"", 6, ""IS IT MADE OF METAL?"", ""1.0"", ""0.288021577122"", [[""IS IT MADE OF METAL?"", ""0.288021577122""], [""IS IT SMALLER THAN A GOLFBALL?"", ""0.147366654577""], [""DOES IT GROW?"", ""0.0663416236422""], [""DO YOU USE IT?"", ""0.195372455423""]]]], [""bonus"", 0.6499999999999999]]]"
debug46J8M4:debug6KGJ3M,7,1439494835023,"[""20q"", [[""20q_game_start"", [""ground"", 2]], [""20q_choice"", [2, ""ground"", 0, ""IS IT BLACK?"", ""0.5"", ""0.128528605679"", [[""IS IT HELPFUL?"", ""0.214880907101""], [""WOULD YOU FIND IN THE BATHROOM?"", ""0.17196067888""], [""IS IT MANMADE?"", ""0.314115799588""], [""IS IT BLACK?"", ""0.128528605679""]]]]]]"
debug46J8M4:debug6KGJ3M,8,1439494865016,"[""oneshot_data"", [[""question_answer_pairs"", [0, [[""78"", ""-1.0""]]]], [""questions_to_rank"", [0, [[""78"", ""-1.0""], [""88"", ""-1.0""], [""145"", ""-1.0""], [""170"", ""-0.5""]]]], [""quest_freeform"", [0, ""question freeform 1""]], [""ranked_choices"", [0, [""0"", ""3"", ""2"", ""1""], [""78"", ""170"", ""145"", ""88""]]], [""oneshot_itm_chosen"", [0, ""rose"", ""raccoon"", false]]]]"
debug46J8M4:debug6KGJ3M,9,1439494900083,"[""oneshot_data"", [[""question_answer_pairs"", [1, [[""78"", ""-1.0""], [""75"", ""-0.5""], [""199"", ""-0.5""]]]], [""questions_to_rank"", [1, [[""214"", ""-1.0""], [""199"", ""-0.5""], [""22"", ""0.0""], [""120"", ""-1.0""]]]], [""quiz_response"", [""0"", 0, ""78"", ""-1.0"", ""-1.0"", true]], [""quiz_response"", [""1"", 1, ""75"", ""-0.5"", ""-0.5"", true]], [""quest_freeform"", [1, ""g54werg""]], [""ranked_choices"", [1, [""1"", ""2"", ""3"", ""0""], [""199"", ""22"", ""120"", ""214""]]], [""oneshot_itm_chosen"", [1, ""scar"", ""scar"", true]]]]"
